kepid,rad,rade,rad_true,vsini,vsini_true,period,cosi_true
0,1.7052468539155863,0.06816821490059112,1.7042053725147779,8.284082731575445,8.775055014141293,7.050738257662945,0.6964691855978616
1,1.3823914346343378,0.05453103351759786,1.3632758379399466,13.724086626549017,15.0332519408516,4.396121302891399,0.28613933495037946
2,1.3428020253496689,0.05445361508702851,1.3613403771757129,16.327748274478722,16.336408741220307,4.106064117952052,0.2268514535642031
3,1.361012616101581,0.0556186354819563,1.3904658870489075,10.814928870916932,9.838115888447321,5.965644704395914,0.5513147690828912
4,0.9528728495917644,0.03610794357583008,0.902698589395752,2.6300383934251546,4.381108742617524,7.239931962053411,0.7194689697855631
5,1.4330466677823486,0.05463095581820127,1.3657738954550318,11.498250257309275,12.164107224328662,5.146988881166333,0.42310646012446096
6,1.1066474088433278,0.044079341288512465,1.1019835322128115,1.148575376473306,1.1126348739693874,9.780973881439357,0.9807641983846155
7,1.843689783287403,0.07771284944474542,1.9428212361186357,11.14582299047296,10.295720106948522,6.95688571974513,0.6848297385848633
8,1.3802460871806648,0.057142600825655906,1.4285650206413976,11.901528770260724,11.518658531233859,5.50130787843554,0.48093190148436094
9,1.4825790302343516,0.058511829712719454,1.4627957428179863,14.033044636301405,13.707581008119273,4.966595138547457,0.3921175181941505
10,2.2404398742642306,0.08427794998699657,2.106948749674914,21.103372350597905,21.327685136568807,4.694496375362404,0.3431780161508694
11,1.8858914334919898,0.07793228473123825,1.9483071182809564,9.698442526048703,9.216568269029988,7.320232140358555,0.7290497073840416
12,1.280507539093845,0.053124137154185,1.328103428854625,12.539456441343079,11.525152557809617,5.239455092250817,0.4385722446796244
13,2.2058052428193426,0.08858471731115511,2.2146179327788778,31.31071812923131,33.019709905780516,3.387185240835797,0.05967789660956835
14,1.2635523815184433,0.052487033364647266,1.3121758341161815,12.90723107179009,12.178695670954957,5.000600128016512,0.3980442553304314
15,1.3964286283825527,0.05469659483021194,1.3674148707552984,6.213276531611856,6.3120363374785695,7.396013630400375,0.7379954057320357
16,0.9738573923471605,0.04304693034740031,1.0761732586850077,13.190500252404906,13.72048911661942,3.90162805319702,0.18249173045349998
17,1.2721652658932254,0.04955119235197489,1.2387798087993722,13.499805392379603,15.942881178258919,3.8701328925775647,0.17545175614749253
18,1.343687730053027,0.054347522983880514,1.358688074597013,8.604209691618689,9.984561015272988,5.831438327154308,0.5315513738418384
19,1.9266849162365025,0.07633406082025351,1.9083515205063377,15.714590702699448,14.016531710452197,5.833293032616277,0.5318275870968661
20,1.3634747654741979,0.05649459739366397,1.4123649348415992,7.725720717989343,8.414269250452897,6.564482263898326,0.6344009585513211
21,1.3754977664485946,0.053232746045597745,1.3308186511399436,3.1407195773978556,4.225488348650938,8.408449051335069,0.8494317940777896
22,1.5303724887593413,0.059530957468107035,1.4882739367026758,6.671535264747792,7.127961220891384,7.2816141554362295,0.7244553248606352
23,1.0982610672208375,0.0454376421088365,1.1359410527209126,6.374275567206491,7.119422789065084,6.390160337879511,0.6110235106775829
24,1.2618861920699538,0.05073411753612571,1.2683529384031427,6.23173702273176,6.107378390112845,7.264767023133367,0.7224433825702216
25,1.4558777284827906,0.055396693679730456,1.3849173419932614,15.975140005424725,14.458166327178114,4.586479502396597,0.3229589138531782
26,1.1023031379532475,0.04468728011454583,1.1171820028636457,10.399769908924563,10.986385859776776,4.796167344744784,0.3617886556223141
27,2.161609001511871,0.09252555523408316,2.313138880852079,27.858039076515073,27.7037490259632,4.112743412736575,0.22826323087895561
28,1.1824807309302974,0.05009431931659331,1.2523579829148328,12.510194198195395,13.65743133943563,4.43462624789505,0.29371404638882936
29,1.5140585326166542,0.062084996110097886,1.552124902752447,10.837202345534125,9.317035903327593,6.5386495603769905,0.6309761238544878
30,2.294453905487834,0.09480075922172043,2.3700189805430107,34.14668311603973,33.95763967362562,3.5160291742309373,0.09210493994507518
31,1.1312376204711798,0.043150672206760304,1.0787668051690076,8.356991410767982,9.438810534058602,5.210154313340153,0.43370117267952824
32,1.485039691472572,0.0604809942037308,1.51202485509327,14.197311253573062,13.293005033438419,5.193156153881124,0.4308627633296438
33,1.91493517722756,0.0710618993542145,1.7765474838553625,15.201091579710795,14.001103931128181,5.582677610097985,0.4936850976503062
34,1.191802418801223,0.04466535119469017,1.1166337798672543,10.061515822901997,9.900059459494361,5.163154788491096,0.425830290295828
35,1.1539684213117194,0.049144308215024475,1.228607705375612,11.395051408368035,13.034448375908811,4.530338066447613,0.3122612229724653
36,1.4498299499289204,0.05542155792856017,1.3855389482140041,14.058641789729814,12.27347297621334,5.166252797777055,0.4263513069628082
37,1.377070359488388,0.05599903974527341,1.3999759936318352,3.9079037868593782,3.597781266232852,8.844933693734731,0.8933891631171348
38,1.9740436579422194,0.07676305928045771,1.9190764820114428,4.5819045392110205,3.4114502418495674,9.377347477907119,0.9441600182038796
39,2.5089255583678822,0.09873842500829082,2.4684606252072703,18.61783165213904,19.16872485725618,5.635316828384028,0.5018366758843366
40,1.3160855183517008,0.05315224783535446,1.3288061958838615,7.701303195303122,8.099927120037023,6.485993004041831,0.6239529517921112
41,1.1634483078525197,0.04509556413015599,1.1273891032538996,15.793500261330367,15.683047152039801,3.612511161021,0.11561839507929572
42,2.5741041678430445,0.09870739288985998,2.4676848222464995,27.096719175924,25.98331749788812,4.5566192537063825,0.3172854818203209
43,2.350026463021907,0.09317011879957654,2.3292529699894136,21.17523647317437,21.032246445007207,5.098155830178901,0.4148262119536318
44,1.8649130420105378,0.07175070150408086,1.7937675376020215,4.030568218176514,5.287402030710195,8.573429460048391,0.8663091578833659
45,1.5521581853285995,0.055058829071220616,1.3764707267805154,16.241382024822457,15.979392828039117,4.219176394871187,0.2504553653965067
46,1.1754147552019443,0.04690880263911093,1.1727200659777732,11.04998802739014,9.420453832879375,5.514639562077338,0.48303426426270435
47,1.116044946163219,0.0440081069499702,1.100202673749255,1.0241233813904025,0.9583170989275711,9.835125199922109,0.985559785610705
48,1.211330236097752,0.0481449141434005,1.2036228535850124,9.17707405056706,9.047688526790576,5.75098930076525,0.5194851192598093
49,1.6425438667524677,0.06519039163882248,1.6297597909705621,8.911230715565368,10.173774458349188,6.403940127121171,0.6128945257629677
50,1.5489735170940853,0.06029008068927552,1.507252017231888,19.431204055719483,20.834193143442324,3.6334093797179707,0.12062866599032374
51,1.9899808690938534,0.07817839661941765,1.9544599154854412,6.1634884220564725,6.801180560869715,8.187859848741839,0.8263408005068332
52,1.269342401373658,0.05234438054572713,1.3086095136431783,8.014238169407932,8.340755816026656,6.331841926172126,0.6030601284109274
53,1.7871472603946073,0.07256911277746741,1.8142278194366854,13.096568590016602,12.992507855006322,5.922894585640886,0.5450680064664649
54,1.2559816241053174,0.05021046035745561,1.2552615089363903,12.880506236183761,12.714549261709584,4.692258361483897,0.3427638337743084
55,1.1765792401476018,0.04815425504023677,1.2038563760059193,14.529815632275785,12.927907981258857,4.48807798379938,0.3041207890271841
56,1.7843537120034698,0.0699935599178003,1.7498389979450075,15.801758223871676,15.743070785421766,5.111061485635067,0.4170222110247016
57,1.3957216444130678,0.05688557413155014,1.4221393532887534,8.665814453420566,7.601391765009658,6.928678068343464,0.6813007657927966
58,1.037676505819692,0.042764180423416544,1.0691045105854136,2.9777959521853905,3.017125286830306,8.664199045010436,0.8754568417951749
59,1.0608876226237274,0.04519966520429223,1.1299916301073056,10.086883414529304,8.637979802903542,5.691295937304352,0.5104223374780111
60,1.4246702642800333,0.05893606175649562,1.4734015439123904,6.234161646854988,8.104559125602188,6.833715454538972,0.6693137829622723
61,1.3225098526588193,0.054285227620239386,1.3571306905059846,8.36353519157977,8.9622669582582,6.2082368353790125,0.5859365525622129
62,1.8976135939631402,0.07586963062030024,1.8967407655075057,12.521009855916224,11.537976459656983,6.493094910259124,0.6249035020955999
63,1.4605255563071207,0.056051976061861575,1.4012994015465394,7.43851463857578,7.6101106438324955,6.876137071551047,0.6746890509878248
64,1.46017689809446,0.054189945879054305,1.3547486469763577,5.360657477730301,4.429127864342336,8.340099247897435,0.8423424376202573
65,1.3332940927074095,0.05060548120131744,1.265137030032936,18.713274443812754,18.328208341035484,3.4801462420119376,0.08319498833243877
66,1.84426633642887,0.07296715521193085,1.8241788802982712,8.767052008093392,7.821175024380358,7.618007935537561,0.7636828414433382
